song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP4987,Ever house.,Dr. Amanda Turner,Must.,Classical,2000-03-14,,87,88530326,English,Yes,Atlantic Records,Kevin Jensen,Richard Harrison,Jessica Young
SP4988,Themselves today health natural.,Andrew Thompson,Until.,Electronic,2008-05-22,220.0,44,21449479,Spanish,No,Def Jam,Adrienne Griffin,James Henderson,
SP4989,Imagine stage.,Susan Jones,Sport table.,Pop,2000-10-16,275.0,98,37606824,English,No,Warner Music,Ethan Pittman,Cindy Smith,
SP4990,Share animal.,Philip Ramirez,Material.,Jazz,2000-08-07,213.0,59,87771547,English,Yes,Warner Music,William White,Randall Hill,
SP4991,Interview want.,Kimberly Bennett,Even car.,Hip-Hop,2019-11-06,253.0,17,95968990,English,No,Def Jam,Sherri Rodriguez,Michael Lee,Caleb Mitchell
SP4992,Suggest board evidence.,Todd Swanson,Feel stock.,Pop,2007-05-30,235.0,8,58118660,English,Yes,Universal Music,Jonathon Thompson,Jennifer Williams,
SP4993,Game hour in.,Timothy Curtis,Among.,Hip-Hop,2017-06-20,132.0,100,58188578,English,No,Sony Music,Mary Wallace,Ann Grant,
SP4994,Which whole stand.,Martin Lang,Activity door.,Pop,2015-04-23,220.0,64,44188628,Korean,Yes,Def Jam,Karen Doyle,Melanie Young,
SP4995,Establish foreign.,Thomas Morris,Without.,Pop,1996-12-23,263.0,80,44355822,Spanish,Yes,Atlantic Records,Eric Cooper,Sarah Lee,David Fletcher
SP4996,Catch.,David Briggs,Become.,Hip-Hop,2014-07-20,247.0,22,92180902,English,No,Indie,Eric Esparza,Melinda Wiley,Joshua Butler
SP4997,Civil world.,Gerald Gross,Condition.,Hip-Hop,1999-07-25,,30,76624188,English,No,Sony Music,Andrew Parker,Isaac Sexton,
SP4998,Firm not include instead.,James Perez,Those should.,Pop,1997-01-05,348.0,74,24483167,,No,Sony Music,Linda Sawyer,Cheryl Hammond,Bradley Smith
SP4999,Sure field civil.,Jennifer Hendricks,Minute yeah.,Pop,2008-07-18,325.0,6,6469355,Korean,No,Def Jam,Wendy Kent,Brittany Campbell,Mary Martin
SP5000,Behind respond.,Stephanie Rollins,Suffer.,Jazz,2021-05-05,213.0,1,88116056,English,No,Warner Music,Jennifer Johnson,Kristin Brown,Jonathan Huffman
SP5001,Watch investment as.,Elizabeth Thompson,Discuss.,Pop,2023-04-16,257.0,55,29294347,English,No,Atlantic Records,Jessica Ford,Carlos Luna,
SP5002,Tax goal tend.,Kristin Fuller,Until property.,Folk,2020-08-08,189.0,25,60466028,Japanese,Yes,Sony Music,Sarah Gonzales,Ronald Campbell,Anita Hall
SP5003,Five any.,Thomas Medina,Meet.,Electronic,1995-07-03,197.0,24,42839989,Spanish,Yes,Warner Music,Kimberly Galloway,Jessica Palmer,
SP5004,Sea down attorney.,Mrs. Kiara Vargas,Environmental.,Country,2013-11-29,198.0,58,69047557,English,Yes,Atlantic Records,Anthony Jimenez,Janet Miller,
SP5005,Hour marriage.,Sarah Ponce,Official majority.,Electronic,2004-11-22,,48,96568689,English,No,Def Jam,Sarah Byrd,Elizabeth Rivera,
SP5006,When take.,Fernando Wilson,He seem.,Folk,2018-09-10,144.0,72,2744358,English,Yes,Def Jam,David Watts,David Valdez,Crystal Morris
SP5007,Nice investment happy.,Jesse Wells,Shake area.,Pop,2009-07-27,227.0,11,71268502,English,Yes,Atlantic Records,Anthony French,Gail Ramirez,
SP5008,Politics special.,Andrew Trevino,Mean.,Pop,2015-05-25,214.0,27,30254279,English,No,Atlantic Records,Sheryl Webb,Matthew Bowers,Debra Perez
SP5009,Media especially life.,Stephanie Morris,Forward Republican.,Electronic,2024-03-17,286.0,35,28678257,Italian,Yes,Universal Music,Erika Perez,Erica Jensen,David Powell
SP5010,Person provide move.,Anthony Choi,Here idea.,Electronic,2010-01-02,194.0,8,52062370,English,No,Universal Music,Nicole Hawkins,Susan Pope,Emily Johnson
SP5011,Or very.,Michael Rivera,View.,Electronic,2000-06-07,192.0,21,93786572,Korean,Yes,Sony Music,Riley Roberts,Linda Ferguson,
SP5012,Southern court show.,Jason Shaffer,Network.,Reggae,1997-11-21,,87,75005432,Italian,Yes,Def Jam,Javier Wall,Anthony Jones,Daniel Garcia
SP5013,Nearly.,Amanda Smith,Prevent.,Electronic,2017-06-11,280.0,56,10522190,Korean,No,Atlantic Records,John King,Kimberly Barnett,
SP5014,Difference television perhaps.,Sharon Adkins,Short ball.,Electronic,2012-03-21,171.0,67,81393459,Japanese,No,Atlantic Records,Nicholas Hansen,Kyle Harris,
SP5015,Pay miss.,Mr. Scott Arroyo,Because watch.,Folk,2008-09-05,189.0,26,21127546,Japanese,No,Universal Music,Jeffrey Collins,Lisa Grimes,
SP5016,Leave listen skill we.,Jordan Randolph,See also.,Reggae,1998-05-23,144.0,20,3467625,Italian,No,Sony Music,Elaine Oconnor,Ashley Blanchard,
SP5017,Every consumer trip.,Kathryn Shah,Author TV.,Hip-Hop,1998-12-04,255.0,83,89925403,Spanish,Yes,Atlantic Records,Natalie Jefferson,Jill King,
SP5018,Around sell soldier.,Michael Miller,Camera.,Country,2004-10-21,313.0,80,31691742,English,No,Atlantic Records,Craig Gray,Christopher Wells,
SP5019,May establish.,Mark Parsons,Star.,Pop,2002-02-07,316.0,88,97499151,French,Yes,Sony Music,Jessica Yoder,Carol Burton,
SP5020,Cup.,Kathryn Jones,Interest.,Pop,2017-02-08,281.0,64,44357182,Spanish,Yes,Def Jam,Shelly Boyd,Megan Carpenter,
SP5021,Unit attention provide.,Wendy Flowers,Management point.,Hip-Hop,1999-09-04,356.0,70,12554789,English,No,Atlantic Records,Steven Green DDS,Nicole Hoover,George Molina
SP5022,North hotel.,John Silva,Book.,Reggae,1998-08-27,204.0,1,36321268,English,No,Def Jam,Ryan Cox,Robert Gonzales,
SP5023,A early market.,Amber Castro,Pay.,Country,2002-06-20,287.0,85,76319704,English,No,Def Jam,Ryan Moore,Kevin Cain PhD,
SP5024,Career agree partner.,Carly Miller,Exactly citizen.,Hip-Hop,2004-09-21,189.0,71,9385173,French,Yes,Universal Music,Amy Mccullough,Christopher Wilson,Jennifer Johnson
SP5025,Development appear.,Kristina Woods,Worker.,Electronic,2005-07-09,240.0,62,44769998,English,No,Def Jam,Caroline Juarez,Steven King,
SP5026,Last care.,Brian Cooley,Near.,Pop,2013-12-30,,96,7271290,Japanese,No,Atlantic Records,Michele Harris,Gary Johnson,Harold Cochran
SP5027,Strategy light.,Philip Atkins,Health.,Pop,1999-04-18,138.0,56,61289759,,Yes,Universal Music,Kimberly May,Ashley Ward,
SP5028,She.,Randall Morris,Base.,Electronic,2022-01-15,,18,42819274,French,Yes,Universal Music,Casey Church,Andrew Thompson,
SP5029,Final strategy.,Justin Cobb,Star.,Country,2003-11-14,178.0,32,5327436,English,Yes,Sony Music,Mrs. Dana Johnson,David Silva,Patricia Hebert
SP5030,Try special.,Renee Peck,Fight family.,Pop,2016-06-27,250.0,35,41427107,Italian,No,Def Jam,Randy Henry,Stacy Collins,Lorraine Walsh
SP5031,Join road.,Joshua Johnson,Say.,Classical,2001-06-26,264.0,75,31409665,English,Yes,Warner Music,Andrew Nelson,Scott Jones,Lisa Foster
SP5032,Traditional think.,Caroline Frazier,Your.,Classical,2010-11-12,150.0,28,47079654,English,No,Sony Music,Jessica Manning,Harry Adams,
SP5033,Election while low.,Carrie Harris,Until old.,Hip-Hop,2022-08-22,321.0,12,65595873,Korean,No,Sony Music,Dustin Davis,Brittany Shannon,
SP5034,Share bed.,Ariel Rivera,Put.,Jazz,1997-01-03,316.0,33,6843826,English,Yes,Universal Music,Debra Smith,Keith Silva,
SP5035,Name total bad.,Danielle Buchanan,Fall.,R&B,2007-05-02,258.0,58,28910156,English,No,Universal Music,Sherry Wood,Ashley Wright,
SP5036,Other return.,Tracey Freeman,American back.,Hip-Hop,2014-09-16,268.0,42,78306557,English,No,Def Jam,Elizabeth Brown,Cheryl Herrera,
SP5037,Exactly agency traditional its.,David Howard,Begin cup.,Hip-Hop,2004-07-06,172.0,90,99608333,Japanese,No,Warner Music,David Vargas,Angela Keller,
SP5038,Relate cover and whole.,Amy King,Just third.,Pop,2016-06-02,159.0,12,82557362,English,No,Sony Music,Holly English,Adam George,Eric Hahn
SP5039,Scene identify.,Christopher Francis,Recent democratic.,Reggae,2001-12-10,214.0,43,22370974,English,Yes,Universal Music,Michelle Ferguson,David Rowe,
SP5040,Relationship tree.,Zachary Small,Manager rock.,Electronic,2012-02-23,154.0,62,63592148,English,Yes,Def Jam,Kimberly Johnson,Matthew Mcguire,
SP5041,Those score yourself.,Kevin Willis,One professor.,Hip-Hop,1995-07-05,205.0,92,49257427,English,No,Sony Music,Timothy Tran,Brad Flores,
SP5042,What fine.,Frank Brown,Sell recent.,Classical,2015-03-27,221.0,98,85143757,French,Yes,Atlantic Records,Melissa Adkins,Eric Jennings,
SP5043,Officer approach forget.,Amanda Dawson,Reflect.,Electronic,2022-01-24,120.0,24,93163577,,No,Warner Music,David Mcdonald,Maria Daniel,
SP5044,Seem certain.,Preston Soto,Him.,Classical,2024-06-05,248.0,76,76502824,English,Yes,Universal Music,John Sweeney,Autumn Christensen,Brian Rubio
SP5045,Although third teacher.,Jennifer Schneider,Stand president.,Pop,2004-09-04,292.0,37,69909387,English,No,Universal Music,Shawna Pruitt,Jason Cook,Sierra Clark
SP5046,Trade consumer.,Jennifer Smith,Democratic.,Pop,2002-12-11,199.0,2,72365997,English,No,Warner Music,Mr. Richard Guerrero Jr.,David Stewart,
SP5047,Goal deal discover.,Frank Allen,Success.,Country,2018-05-24,311.0,74,67546547,English,Yes,Indie,Courtney Mendoza,Debra Wallace,
SP5048,Lot truth.,Mary Wright,Rest manager.,Pop,1997-08-29,266.0,75,34631328,Korean,Yes,Universal Music,Alyssa Hurst,Monique Lee,
SP5049,Everything cover.,Brian Wade,Property against.,Pop,1995-06-07,176.0,82,66550549,English,Yes,Atlantic Records,Kathryn Brown,Susan Fry,Christopher Lawson
SP5050,Born follow particular.,Steven Howell,Meet.,Electronic,2024-07-17,237.0,81,77989474,Korean,No,Indie,Carlos Orozco,Jill Gardner,
SP5051,Job several scientist.,Michael Ward,Mention show.,Electronic,1998-07-20,180.0,30,58512086,English,No,Universal Music,Jason Matthews,Daniel Schroeder,Christian Graham
SP5052,Popular seek important.,Daniel Roach,Or.,Hip-Hop,2019-07-12,210.0,56,68136155,English,No,Indie,Donald Payne,Daniel Moses,
SP5053,Position age capital always.,Mr. Terry Parks DDS,Land.,Hip-Hop,2007-04-24,324.0,10,84138077,English,Yes,Def Jam,Sophia Sampson,Megan Owens,Joshua Washington
SP5054,Significant difficult.,Natalie Porter,Myself.,Folk,2000-09-17,231.0,22,24583478,English,Yes,Warner Music,Keith Howard,Ashley Johnson,
SP5055,Recognize such set.,Vanessa Wallace,Sure catch.,Electronic,2022-06-14,278.0,91,92181286,English,No,Def Jam,Rebecca Eaton,Erik Blackwell,Mary Patel
SP5056,Summer participant might.,Mandy Bell,Record.,R&B,2021-04-09,278.0,25,19321826,English,Yes,Sony Music,Denise Thompson,Roberto Contreras,
SP5057,Maintain know.,Robert Dickerson,Where language.,Hip-Hop,2005-09-11,192.0,66,35599643,English,Yes,Warner Music,Jason Nelson,Peter Gonzalez,
SP5058,War rather.,Elizabeth Barnett,Space thank.,Pop,2015-10-02,124.0,41,15402871,English,No,Atlantic Records,Kyle Williamson,Christian Roberts,
SP5059,Recognize traditional people.,Kimberly Griffith,City.,Hip-Hop,2019-03-10,214.0,59,10493319,English,Yes,Sony Music,Kyle Dean,Jonathon Davis DVM,
SP5060,Beat sell over point.,Alan Rodriguez,Rather trouble.,Pop,2006-01-31,225.0,12,93527819,,No,Universal Music,Patricia Fuller,Todd Gray,
SP5061,Nearly future play.,John Rodriguez,Might free.,Jazz,2006-08-14,282.0,30,67624972,English,Yes,Warner Music,Justin Santos,Jennifer Ford,
SP5062,This line himself.,David Deleon,Weight difficult.,Classical,2017-01-28,257.0,87,67198323,English,Yes,Atlantic Records,Charles Hill,Lisa Adams,
SP5063,Their key trade.,Kimberly Velasquez,Prevent.,Folk,1997-06-11,,68,81442190,Spanish,Yes,Warner Music,Denise Dunlap,Jeffery Powers,
SP5064,Candidate threat.,Heidi Brown,Board.,Classical,2020-04-10,231.0,17,13087698,English,No,Atlantic Records,Jacob Miller,Kerri Strickland,Mark Ruiz
SP5065,Matter American.,Karen Barnes,Movie.,Hip-Hop,2017-09-11,263.0,44,25048286,Spanish,Yes,Universal Music,Mary Miller,Michael Massey,
SP5066,Notice board significant.,Austin Richardson,Current.,Country,1996-09-30,175.0,49,28836759,English,No,Indie,Nicole Jackson,Dr. Barbara Ryan,
SP5067,Oil magazine.,Danielle Rush,Meet.,Electronic,1999-12-10,144.0,56,27909305,,Yes,Sony Music,Dana Boyd,Charles Sloan,
SP5068,Particular investment.,Jennifer Cohen,Also.,Electronic,2008-05-31,226.0,95,48218560,English,Yes,Universal Music,Victoria Mendoza,Jason Greer,
SP5069,Toward quickly.,Christine Wyatt,State win.,Hip-Hop,2020-01-30,239.0,18,44026751,English,No,Sony Music,Jeremy Davis,Tina Randolph,
SP5070,Clear since.,Brittany Weber,Deep career.,Hip-Hop,2012-04-02,,58,2684034,English,No,Warner Music,Steven Holland,Stephanie Hubbard,
SP5071,Table station morning.,Sean Wagner,Offer color.,Hip-Hop,2012-07-12,335.0,1,47385071,Italian,Yes,Def Jam,Christopher Andrade,Robert Hall,
SP5072,Song explain debate.,Ashley Johnson MD,Keep.,Reggae,2023-04-15,215.0,74,27189987,English,No,Warner Music,Gregory Sheppard,Dominique Moore,
SP5073,Sound despite.,Katherine Davis,Move father.,Reggae,1995-09-03,234.0,41,43100277,English,Yes,Indie,Kevin Ramos,Anthony Rios,Zachary Anderson
SP5074,Pass worry TV.,Lisa Sanchez,Understand.,Electronic,2021-03-23,238.0,54,32154789,Japanese,No,Def Jam,Latoya Silva,David Kennedy,Ronald Serrano
SP5075,Term.,Catherine Williams,Tough seek.,Electronic,2005-10-05,202.0,1,56267509,Spanish,No,Def Jam,Carol Miller,Kevin Soto,Stephen Melendez
SP5076,Design group.,Dale Keith,Others while.,Folk,2006-12-24,266.0,4,69166714,Italian,Yes,Indie,Cody Friedman,Pamela Miles,
SP5077,Section whatever its.,Thomas Estrada,Decade.,Electronic,2002-10-24,255.0,61,30701805,Spanish,No,Def Jam,Melissa Taylor,Keith Pierce,
SP5078,For trip.,Rebekah Robinson,Artist sign.,Electronic,2002-02-25,199.0,84,30858514,English,Yes,Warner Music,Jon Smith,Christine Adams,Kelly Lang
SP5079,Example north.,Christina Fitzgerald,Future.,R&B,2019-02-22,184.0,88,62394228,English,Yes,Warner Music,Gina Smith,John Smith,Mason Gomez
SP5080,Evidence.,Victoria Adams,Customer.,Classical,2003-08-12,291.0,66,29386357,English,Yes,Atlantic Records,William Schroeder,Samantha Mclaughlin,
SP5081,Organization rock beautiful.,Shannon Buchanan,Ground.,Pop,1998-06-28,253.0,18,28074696,English,Yes,Universal Music,Christina White,Kyle Hendrix,
SP5082,Will candidate quickly.,Andrew Howard,Body.,Hip-Hop,2006-08-24,,1,46140185,English,No,Def Jam,Ryan Stokes III,Vanessa Brennan,
SP5083,Point chance open will.,Timothy Thompson,Heavy.,Hip-Hop,2019-11-22,,54,86183681,English,No,Warner Music,Tracy Dickerson,Darius Bruce,
SP5084,Someone for trial.,Susan Moreno,I quality.,Hip-Hop,2016-11-28,263.0,57,1600331,English,No,Indie,Tristan Becker,Stephanie Ayala,
SP5085,Rich window.,Donna Brown,Stay.,Electronic,2000-08-13,274.0,21,30717687,,No,Def Jam,Dustin Brown,Amanda Huynh,Robert Moon
SP5086,Many speech but.,Tyler Munoz,Always for.,Hip-Hop,1994-10-26,,13,38556291,English,No,Indie,Justin Foster,Sarah Ryan,
SP5087,Like study station.,Victoria Miller,Stage now.,Electronic,2018-06-11,,63,22182860,Korean,No,Atlantic Records,Heather Mckenzie,Andrew Jackson,
SP5088,Month major.,John Caldwell,Sea.,Electronic,2002-07-03,,56,62354059,French,No,Warner Music,Steven Santiago,Tyler Thomas,Ashley Barnes
SP5089,Fish both make.,Cynthia Potter,During.,Electronic,2006-03-28,247.0,61,37366597,Spanish,No,Atlantic Records,Sharon Owens,Charles Harris,David Rios
SP5090,Much indeed.,Felicia Soto,Who.,Electronic,1998-10-26,256.0,43,80371066,English,No,Def Jam,Jonathan Young,Jennifer Ramirez,
SP5091,Move human score.,Brandi Perry,Improve information.,Reggae,2004-06-12,205.0,71,84834054,,Yes,Indie,Thomas Anderson,Daniel Hunt,
SP5092,Statement.,Mary Morris,Appear smile.,Hip-Hop,2011-01-24,296.0,35,96918145,English,Yes,Sony Music,Michael Roman,Ryan Dudley,
SP5093,Card far social.,Lisa Fields PhD,Close.,Hip-Hop,1997-10-16,185.0,40,58309056,Spanish,Yes,Sony Music,Jasmine Daniels,Richard Thomas,
SP5094,Minute draw.,Daniel Mcintyre,Various.,Classical,2016-05-14,145.0,53,39459533,English,No,Atlantic Records,Michael Ortiz,Mr. Andrew Meyers,Joshua Mcdaniel
SP5095,Simply majority.,Shane Knox,Put.,Pop,2020-11-27,146.0,71,6397520,English,No,Universal Music,Denise Maxwell,Sherry King,
SP5096,Treatment final leg site.,Julia Rogers,Report stock.,Hip-Hop,2019-06-09,261.0,6,57069458,Spanish,No,Atlantic Records,Brandon Campos,Samantha Gomez,
SP5097,Approach help.,David Mitchell,Culture current.,Pop,2017-10-09,261.0,55,48372787,German,No,Atlantic Records,Kelly Durham,Stephen Dudley,Thomas Patel
SP5098,Expert floor.,Alyssa Medina,Happen wait.,Hip-Hop,2015-04-09,239.0,38,49959113,English,Yes,Universal Music,Rachel Vance,Christopher Anderson,Lisa Smith
SP5099,Cost travel performance.,Nicole Jones,Some red.,Hip-Hop,2010-10-24,254.0,18,84089550,English,No,Indie,Daniel Huffman,Robin Burton,Jared Evans
SP5100,Whose teacher.,Jessica Hernandez,See.,Hip-Hop,1998-01-30,241.0,94,8631513,English,No,Def Jam,Joshua Horn,Cody Smith,
SP5101,Stock weight.,Jessica George,Space any.,Pop,2002-05-12,231.0,72,17478582,English,Yes,Def Jam,Aimee Lee,Jack Aguilar,
SP5102,Box success natural.,John Vasquez,Value.,Electronic,2011-02-15,239.0,64,14481849,English,No,Atlantic Records,Christine Hernandez,Sheila Chang,
SP5103,Start think.,Kevin Lee,Woman work.,Hip-Hop,1999-11-27,297.0,29,43922363,English,Yes,Universal Music,Christopher Kirby,Ryan Porter,
SP5104,From sing amount world.,Lisa Howard,Style.,Electronic,2006-03-23,291.0,93,40880980,English,No,Sony Music,Caroline Baker,Joseph Kline,Jon Olson
SP5105,Lead less story.,Sarah Benton,Represent.,Country,2004-07-21,230.0,9,59608734,English,Yes,Warner Music,Christopher Daniels,Thomas Jenkins,Debbie Mack DVM
SP5106,Seat oil.,Douglas Weeks,Produce after.,Country,2017-06-09,210.0,40,97919428,English,No,Universal Music,Stephen Sampson,Marco Curry,
SP5107,Rise herself.,Philip Torres,Lose them.,Electronic,1999-10-02,213.0,71,58300346,Spanish,No,Indie,Jonathan Spencer,Jessica Doyle,Dr. Timothy Hudson
SP5108,Tax his so pretty.,April Perry,Late.,Folk,1995-04-14,140.0,98,83533634,English,No,Warner Music,Kellie Flores,Sarah Sawyer,
SP5109,Concern could.,Brenda Cruz,Blood share.,Pop,2005-04-02,289.0,81,81544375,English,Yes,Sony Music,Christopher Guzman,Lori Crane,
SP5110,Show score.,Dwayne Estrada,Born.,Electronic,2006-05-13,270.0,1,95722516,Italian,Yes,Universal Music,Jake Spencer,Mark Hughes,
SP5111,Moment walk.,Dwayne Norton,Still father.,Hip-Hop,1995-09-29,,85,48720242,French,Yes,Atlantic Records,Morgan Reynolds,Matthew Owens,Edward Massey
SP5112,Store company.,Anthony Ellison,After article.,Electronic,2013-04-09,170.0,48,53925631,English,Yes,Atlantic Records,Sharon Jordan DDS,Timothy Meza,
SP5113,Pull store threat.,Monique Zimmerman,Nature.,Pop,1995-08-10,234.0,51,33325337,French,No,Sony Music,Jessica Yang,Alice Parker,
SP5114,Example record might.,Amber Walker,Other red.,Pop,2001-01-19,274.0,34,51251049,Japanese,Yes,Def Jam,Jodi King,Joshua Valdez,
SP5115,Dinner be.,Joseph James,Sport.,Hip-Hop,2007-06-26,340.0,32,79887172,English,Yes,Atlantic Records,Logan Wiley,Norma Ford,Kimberly White
SP5116,Participant just.,Monica Peterson,Forward.,Electronic,1998-12-22,133.0,98,93752264,English,Yes,Universal Music,Brenda Bullock,Ryan Garcia,Matthew Boyd
SP5117,Size.,Nancy Roberson,Claim.,Hip-Hop,2013-12-06,222.0,73,56182095,English,Yes,Sony Music,Paula Obrien,Maria King,Ashley Gray
SP5118,Woman include allow.,Richard Griffith,Political rather.,R&B,2016-06-30,288.0,22,34142860,German,No,Def Jam,Kara Rogers,Kimberly Jacobs,Crystal Hendricks
SP5119,Most beyond address.,Kevin Benton,Anyone.,Electronic,2014-01-16,266.0,56,79370732,English,No,Atlantic Records,Tiffany Burnett,Elizabeth Moore,Angela Lyons
SP5120,Own couple contain simply.,Janice Sullivan,You.,Hip-Hop,2014-10-07,253.0,9,23104918,English,Yes,Warner Music,Melissa Johnson,Sarah Scott,
SP5121,Project movement election.,Amber Reed,Trade.,Electronic,2011-02-02,304.0,11,53106597,English,Yes,Universal Music,Kendra Freeman,Kevin Mack,
SP5122,Product executive.,Joshua Maddox,Hope become.,Pop,2005-05-31,253.0,79,11124240,English,No,Universal Music,Katherine Carey,James Watson,Kathy Whitehead
SP5123,First organization behind military.,Mr. Kevin Delgado PhD,Market.,Electronic,1994-10-15,297.0,73,90722750,French,No,Def Jam,Antonio Ayala,Kimberly Cummings,
SP5124,Including blue economy.,Jeffrey Adams,Black.,Electronic,2000-02-11,210.0,86,69047931,Korean,No,Sony Music,Lonnie Brown,April Roberts,Ronald Lopez
SP5125,Put language when.,Mary Morales,Week.,Pop,2002-10-18,218.0,74,98673275,Japanese,Yes,Warner Music,James Blanchard,Tracy Cohen,
SP5126,Line pick entire.,Bradley Holt,Brother.,Reggae,1997-04-13,326.0,3,55011068,English,Yes,Def Jam,Jimmy Moore,Chad Vaughn,Kayla Sanders
SP5127,Behind rock.,Michael Curry,Image.,Hip-Hop,2013-02-21,242.0,26,84793398,English,Yes,Warner Music,Christopher Obrien,Gabriel West,
SP5128,Dog agree wide.,Michael Nguyen,Just.,Hip-Hop,2010-11-14,181.0,83,83440701,Spanish,Yes,Sony Music,Shawn Sellers,Richard Delacruz,Anthony Matthews
SP5129,Personal air.,Samantha York,Bar.,Electronic,2021-05-31,209.0,79,25937834,English,Yes,Sony Music,Brandon Coleman,Margaret Hernandez,
SP5130,Dark either none.,Tammy Hayden MD,Goal.,Reggae,2016-02-13,276.0,77,34099612,English,Yes,Def Jam,Elizabeth Barajas,Amy Chapman,Zachary Peters
SP5131,Their.,Robert Davis,Politics.,Country,2024-07-29,,39,40940440,English,No,Warner Music,Brian Gonzalez,Patrick Hernandez,
SP5132,Several tell able.,Zachary Wyatt,Market teacher.,Electronic,2021-10-28,262.0,84,94742832,Spanish,No,Sony Music,Edward Castillo,Emily Rice,Edward Flores
SP5133,Style.,Ryan Anderson,Decision.,Electronic,2010-08-14,255.0,1,55469252,English,No,Universal Music,Joseph Schneider,Jack Martinez,
SP5134,Able federal.,Kevin Grant,Begin.,Pop,2011-11-07,261.0,14,56443839,English,No,Indie,Jay Gordon,Deborah Adams,
SP5135,Quality source.,Stacy Torres,Success far.,Hip-Hop,2017-04-13,249.0,19,68869524,English,No,Atlantic Records,Ruben Andrade,Isabel Bennett,Rebecca Sanford
SP5136,Return start record.,Lori Hughes,Security.,Classical,2024-09-25,188.0,13,53584894,English,No,Sony Music,David Kirby,James Butler,
SP5137,Design for.,Gregory Webster,From tree.,Electronic,2017-09-08,189.0,57,84823071,English,No,Def Jam,Rachel Lewis,John Giles,
SP5138,West summer.,Joshua Wade,Left a.,Hip-Hop,2005-01-15,273.0,27,80702747,English,Yes,Sony Music,Martin Gutierrez,Brandi Stevens,
SP5139,Remain focus energy.,Christopher Evans,Produce ten.,Electronic,2014-10-07,219.0,24,39180244,English,No,Sony Music,Julie Lee,Christian Martin,
SP5140,Learn determine fact.,Shannon Pearson,Score.,Hip-Hop,2012-10-18,285.0,29,48132359,English,No,Sony Music,Shelby Perkins,Ronald Obrien,
SP5141,Spring break somebody.,Tiffany Rose,Benefit.,Electronic,2014-11-18,221.0,76,72344693,English,Yes,Atlantic Records,Christina Reed,Megan Brown,
SP5142,Discussion financial.,Louis Kim,Administration.,Electronic,2015-10-01,233.0,3,26074059,English,No,Indie,Nicole Steele,David Haynes,
SP5143,Traditional explain.,Heidi Blevins,Out.,Classical,2013-03-16,240.0,90,77050704,English,Yes,Atlantic Records,Richard Perez,Mary Nelson,
SP5144,Wall.,Eduardo Wallace,Approach.,Pop,1996-01-31,183.0,98,30442319,English,Yes,Sony Music,Rachel Mejia,Ann Crawford,
SP5145,Scene only minute.,Amy Lamb,Contain including.,Country,1996-10-25,198.0,21,96457740,English,No,Universal Music,Frank Oconnell,Edward Brewer,
SP5146,Surface wide.,Joseph Strickland,Join manage.,Pop,2000-03-03,300.0,43,37312295,Spanish,No,Warner Music,Amanda Williams,Courtney Hunt,
SP5147,Side series medical.,John Moreno,Responsibility current.,Electronic,2013-01-13,,82,60015247,English,Yes,Indie,Gregory Moore,Jason Gray,
SP5148,Perform sort.,Derrick Hinton,Themselves.,Folk,2000-02-12,214.0,66,74514447,German,Yes,Indie,Sarah Davis,Mario Brown,
SP5149,Station about opportunity site.,Alyssa Santos,Quality.,Jazz,2005-12-20,304.0,6,28608026,French,No,Def Jam,Michael Swanson,Rachel Wood,Zachary Johnson
SP5150,Campaign care animal.,Christopher Lynch,Something American.,Country,2020-07-04,254.0,34,50523850,English,Yes,Sony Music,Brad Taylor,Robert Jones,
SP5151,Remember anyone professional.,Lisa Eaton,Evening very.,Folk,2002-04-12,,31,2867388,English,No,Sony Music,Diane Jones,Christine Stone,Sara Ellis
SP5152,Grow foot.,Marcia Mitchell,Hotel loss.,R&B,2023-02-26,334.0,71,41126377,English,Yes,Def Jam,Lisa Thompson,Richard Brown,
SP5153,Seek level.,Sarah Key,Wind laugh.,Hip-Hop,2009-04-21,224.0,61,97434648,English,Yes,Universal Music,Deanna Griffith,Jennifer Cuevas,Stuart Matthews
SP5154,Explain.,Antonio Esparza,Institution.,Jazz,2004-09-20,247.0,79,59448296,English,No,Sony Music,Johnny Stevenson,Carol Gibson,Steven Jones
SP5155,Outside leave base.,Christine Ray,Thought read.,Pop,2019-01-10,224.0,52,37870767,English,No,Sony Music,Robert Mcdonald,Stephen Santiago,Michael James
SP5156,Begin war.,Howard Hebert,Eat image.,Pop,2023-02-11,171.0,43,60770278,English,No,Indie,Joel Hughes,Brittany Baird,
SP5157,Eye budget space.,Cassandra Moore,Use themselves.,Pop,1997-12-04,270.0,28,87052377,English,No,Universal Music,Beverly Krause,Sharon Mosley,
SP5158,Side knowledge manager.,Michael Valentine,Pass as.,Country,1997-01-03,171.0,71,98686884,English,No,Universal Music,Kimberly Wilcox,Emily Camacho,
SP5159,Around through.,Ann Price,Mission expect.,Hip-Hop,2008-06-18,292.0,95,34303908,,Yes,Warner Music,Nicolas Graham,Chase Pacheco,
SP5160,Garden star.,Charles Rogers,Available and.,Folk,2013-04-30,202.0,36,46348197,English,No,Warner Music,Christopher Bradley,Kristen Brown,Ruth Jones
SP5161,Much term.,Kendra Howard,Easy.,R&B,2001-03-10,208.0,55,28792941,Korean,Yes,Atlantic Records,Tiffany Bowen,Trevor Campbell,
